taxid,genome_size,species_name
126569,6887557,Paenibacillus glycanilyticus
126673,4029398,Mycolicibacterium doricum
126844,49089324,Phytopythium helicoides
126998,27188871,Penicillium bovifimosum
127444,40485385,Elongisporangium undulatum
127458,4073386,Thiobaca trueperi
127886,4538064,Alkalihalobacillus hemicellulosilyticus
127891,4530938,Halalkalibacter wakoensis
127956,56764883,Phellopilus nigrolimitatus
128442,36480443,Talaromyces pinophilus
128780,3848207,Stenotrophomonas acidaminiphila
128782,4715150,Bosea minatitlanensis
128785,3966848,Pseudoxanthomonas mexicana
128944,1831400,Aerococcus urinaehominis
129052,7688589,Catelliglobosispora koreensis
129338,3585511,Geobacillus subterraneus
129350,92514167,Phytophthora colocasiae
129355,52448581,Phytophthora lateralis
129364,78973475,Phytophthora rubi
129578,3749952,Oceanimonas baumannii
129789,4618362,Natrialba aegyptia
129847,7107743,Pseudomonas grimontii
129921,8982090,Amycolatopsis keratiniphila
129922,3685023,Saccharomonospora halophila
129958,2401520,Carboxydothermus hydrogenoformans
129985,4703554,Mesobacillus jeotgali
130048,3688747,Halobiforma nitratireducens
130049,6547390,Paenibacillus dendritiformis
130081,13712004,Galdieria sulphuraria
130788,3834552,Sedimentibacter saalensis
130796,9440186,Crossiella equi
130810,13233932,[Candida] arabinofermentans
131080,3536915,Limnobacter thiooxidans
131081,1960866,Corynebacterium capitovis
131109,3103770,Actinomyces bowdenii
131110,2430293,Schaalia radingae
131111,1967755,Schaalia turicensis
131112,1998342,Arcanobacterium phocae
131308,31432921,Saccharata proteae
131318,3236025,Corynebacterium felinum
131363,49019568,Fusarium ambrosium
131568,4956672,Kineococcus radiotolerans
132144,1726950,Candidatus Glomeribacter gigasporarum
132249,6785212,Nocardia veterana
132259,38243929,Aspergillus pseudotamarii
132473,7962786,Streptomyces alboniger
132476,6.42E+06,Pseudomonas kilonensis
132920,3040810,Exiguobacterium antarcticum
132926,4116200,Clostridium psychrophilum
133270,1604000,Hydrogenothermus marinus
133377,28045446,Smittium angustum
133381,43532022,Smittium megazygosporum
133383,1.02E+08,Smittium mucronatum
133385,43896580,Smittium simulii
133409,25723383,Polysphondylium violaceum
133412,77124806,Smittium culicis
133448,4936293,Citrobacter youngae
133539,4145260,Nitrosococcus halophilus
133552,4103433,Methylocapsa acidiphila
133924,4650996,Leisingera methylohalidivorans
133926,2051896,Olsenella uli
134034,2881812,Corynebacterium freneyi
134287,1121596,secondary endosymbiont of Heteropsylla cubana
134533,2912642,Acinetobacter parvus
134534,4284915,Acinetobacter gyllenbergii
134537,9058983,Paraburkholderia fungorum
134601,6741306,Mycolicibacterium goodii
134602,10586883,Actinomadura nitritigenes
134698,48717171,Peronospora farinosa
134849,9579923,Cryptosporangium aurantiacum
134984,8057701,Nocardia fluminea
135082,2413634,Selenomonas infelix
135083,2113402,Selenomonas noxia
135193,7464058,Paenibacillus daejeonensis
135208,37532302,Hericium alpestre
135283,1.53E+08,Podosphaera xanthii
135487,6462637,Nocardia cyriacigeorgica
135517,3389115,Geobacillus vulcani
135577,2839318,Idiomarina loihiensis
135588,43414808,Histomonas meleagridis
135589,40274806,Coniferiporia weirii
135719,4773922,Sphingobium amiense
135735,5318960,Priestia endophytica
135739,3827309,Marinobacter lutaoensis
135740,4228383,Paracoccus kondratievae
135779,45086787,Cercospora zeae-maydis
135826,3364745,Jeotgalibacillus alimentarius
135946,11392731,Actinoplanes awajinensis
135948,10277926,Actinoplanes octamycinicus
135950,8952901,Actinoplanes nipponensis
136072,4571002,Dolichospermum planctonicum
136073,5165988,Dolichospermum compactum
136093,2217574,Globicatella sulfidifaciens
136100,3987063,Knoellia sinensis
136273,3779802,Kocuria polaris
136274,3076990,Arthrobacter roseus
136370,35782428,Lasallia pustulata
136468,5742634,Vibrio lentus
136492,1666387,Atopobacter phocae
136609,2101787,Leuconostoc kimchii
136857,2721226,Corynebacterium testudinoris
136992,4384919,Methylomicrobium lacus
137265,9085759,Asanoa ishikariensis
137357,2175589,Ligilactobacillus equi
137545,5376744,Serratia quinivorans
137584,7945408,Thalassomonas viridans
137591,2363492,Weissella cibaria
137658,5787881,Pseudomonas indica
137730,1606080,Falseniella ignava
137732,1743361,Granulicatella elegans
137733,2135967,Granulicatella balaenopterae
137743,33118568,Abortiporus biennis
137816,5451672,Nodularia sphaerocarpa
137838,4739640,Clostridium neonatale
137993,5447711,Ectobacillus funiculus
138065,45970289,Seiridium cupressi
138072,2169363,Candidatus Hamiltonella defensa
138073,2495260,Candidatus Regiella insecticola
138074,3210166,Serratia symbiotica
138118,4171110,Quatrionicoccus australiensis
138277,38850827,Aspergillus melleus
138278,27718211,Aspergillus ochraceoroseus
138285,30132285,Aspergillus coremiiformis
138300,2381857,Kytococcus schroeteri
138595,2616809,Olsenella profusa
138851,2658287,Treponema parvum
139021,3904836,Dietzia psychralcaliphila
139077,61732987,Mucidula mucida
139134,35361098,Sistotremastrum niveocremeum
139208,3307740,Isoptericola variabilis
139363,67135451,Hydnum rufescens
139390,34498066,Plicaturopsis crispa
139406,78991767,Kalaharituber pfeilii
139407,74471381,Terfezia claveryi
139415,66694225,Neoantrodia serialis
139420,53434618,Polyporus brumalis
139438,2997552,Geovibrio thiophilus
139641,42981876,Botrytis byssoidea
139808,4185101,Shimazuella kribbensis
139825,39020349,Sparassis crispa
140057,4615053,Roseospira marina
140058,4430246,Roseospira navarrensis
140314,2955657,Trichococcus palustris
140626,2717066,Lachnobacterium bovis
141349,6818507,Mycobacterium lentiflavum
141389,3.56E+06,Chromohalobacter canadensis
141390,3634600,Chromohalobacter israelensis
141451,6379281,Oleiphilus messinensis
141693,5312089,Nocardiopsis kunsanensis
141949,2586957,Thermomonas haemolytica
142588,2821134,Isobaculum melis
142834,4135095,Gluconacetobacter azotocaptans
142842,2840584,Selenihalanaerobacter shriftii
142864,7610589,Cylindrospermum stagnale
142877,3176073,Desulfitobacterium metallireducens
143223,4010099,Salegentibacter salegens
143224,5303163,Zobellia uliginosa
143361,1931012,Filifactor alocis
143451,92937831,Plasmopara viticola
143495,3731915,Aneurinibacillus thermoaerophilus
144022,3663049,Maricaulis virginensis
144026,3117768,Maricaulis salignorans
144055,4650270,Cellulomonas humilata
144185,4148438,Leifsonia aquatica
144191,5547687,Methylorubrum suomiense
144530,87965881,Ambispora gerdemannii
144538,58473107,Paraglomus brasilianum
144539,50060206,Paraglomus occultum
144679,1.97E+08,Ambispora leptoticha
144786,4430365,Thermobifida cellulosilytica
145287,4407848,Novosphingobium lentum
145388,69482627,Monoraphidium neglectum
145458,2333944,Rathayibacter toxicus
145483,3377980,Frigoribacterium faeni
145854,7762826,Micromonospora pallida
145857,6363764,Micromonospora nigra
145971,63407421,Colletotrichum lupini
146017,6585921,Mycolicibacterium boenickei
146018,6287317,Mycolicibacterium neworleansense
146020,7387494,Mycolicibacterium brisbanense
146021,6461255,Mycolicibacterium houstonense
146035,7777251,Saccharopolyspora kobensis
146474,2910689,Acetobacter orientalis
146475,3105087,Acetobacter cibinongensis
146476,2687370,Acetobacter syzygii
146537,8790205,Streptomyces azureus
146802,7177223,Nocardiopsis alborubida
146806,2181724,Phocoenobacter uteri
146817,4130502,Dendrosporobacter quercicolus
146819,10954113,Streptomyces europaeiscabiei
146820,10497710,Streptomyces stelliscabiei
146827,2598702,Corynebacterium simulans
146866,5248409,Pseudoloma neurophilia
146919,3901694,Salinibacter ruber
146923,7766531,Streptomyces parvulus
146938,4025691,Azovibrio restrictus
146939,3806980,Azospira oryzae
146940,3546071,Azonexus fungiphilus
147047,3535439,Humidesulfovibrio mexicanus
147206,2460750,Collinsella stercoris
147207,1776933,Collinsella intestinalis
147248,3285121,Halomonas alimentaria
147266,5085061,Agrobacterium albertimagni
147472,18455967,Coemansia erecta
147497,78183505,Bimuria novae-zelandiae
147558,49288729,Byssothecium circinans
147560,29209081,Delphinella strobiligena
147570,25685045,Myriangium duriaei
147573,16946159,Piedraia hortae
147577,4459287,Tsukamurella strandjordii
147645,4620225,Paracoccus yeei
147709,2497115,Carnobacterium inhibens
147802,1363099,Lactobacillus iners
148304,39503331,Magnaporthiopsis poae
148305,44557582,Pyricularia grisea
148448,4495442,Halobiforma haloterrestris
148453,2516660,Salinicoccus alkaliphilus
148454,3137549,Marinospirillum alkaliphilum
148604,2013830,Limosilactobacillus ingluviei
148814,1542216,Apilactobacillus kunkeei
148818,20734143,Hamiltosporidium magnivora
149015,2077809,Streptococcus hyovaginalis
149016,2144000,Streptococcus urinalis
149040,48876257,Mollisia scopiformis
149715,2244793,Marinitoga piezophila
150025,4286696,Leifsonia naganoensis
150026,4418190,Leifsonia shinshuensis
150033,2485659,Enterococcus ratti
150056,2582128,Mammaliicoccus fleurettii
150060,2884521,Halonatronum saccharophilum
150120,4839879,Shewanella livingstonensis
150122,3497544,Curtobacterium herbarum
150123,4317755,Plantibacter flavus
150146,4377959,Flavobacterium gillisiae
150172,3774544,Flavobacterium tegetincola
150177,12100308,Acrocarpospora macrocephala
150240,1869681,Gemella cuniculi
150248,2625421,Anoxybacillus pushchinoensis
150340,5089025,Vibrio antiquarius
150359,34722120,Sporothrix insectorum
150374,27378841,Escovopsis weberi
150723,6776230,Aminobacter ciceronei
150792,1.12E+08,Hysterangium stoloniferum
150831,4715652,Roseibium hamelinense
150832,2742649,Nesterenkonia lacusekhoensis
150877,29147108,Diploschistes diacapsis
151081,4066635,Pseudoalteromonas ruthenica
151414,5334146,Afipia birgiae
151654,6108510,Cupriavidus laharis
151755,6535173,Xenophilus azovorans
151781,2038712,Lactobacillus intestinalis
151783,6322653,Cupriavidus campinensis
151784,6220214,Pigmentiphaga kullae
151894,5722867,Pedobacter africanus
151895,4635236,Pseudopedobacter saltans
152141,8872745,Streptomyces fructofermentans
152142,5623714,Mycolicibacterium holsaticum
152260,4684931,Chloroflexus aggregans
152268,4884777,Metabacillus litoralis
152297,4132618,Pseudoalteromonas issachenkonii
152308,40046532,Hypomontagnella submonticulosa
152316,47102642,Truncatella angustata
152331,2530379,Lentilactobacillus parabuchneri
152332,2495148,Lentilactobacillus parakefiri
152335,2651315,Paucilactobacillus suebicus
152480,7523597,Burkholderia ambifaria
152500,6409095,Burkholderia dolosa
152573,4060055,Alkalimonas amylolytica
152682,3929644,Sphingomonas melonis
152794,3219505,Corynebacterium efficiens
152958,55121418,Russula emetica
152963,41450637,Russula lepida
152965,44738512,Russula ochroleuca
153026,4469042,Desulforegula conservatrix
153151,3456418,Parageobacillus toebii
153233,3018426,Oceanicaulis alexandrii
153266,3803249,Aequorivita antarctica
153267,3305581,Aequorivita lipolytica
153491,2823591,Alysiella crassa
153493,2205122,Conchiformibius steedae
153494,2486262,Rarobacter incanus
153496,3093577,Kozakia baliensis
153505,96680276,Mycena pura
153622,4708248,Vibrio agarivorans
153721,6344326,Sporocytophaga myxococcoides
153730,2904476,Agrococcus baldri
153731,3233383,Microbacterium aerolatum
153919,49067377,Lentinula raphanica
153920,1.11E+08,Lentinula aciculospora
153971,6037522,Mycobacterium palustre
154046,6646572,Hungatella hathewayi
154108,3013331,Psychrobacter submarinus
154117,4143265,Georgenia muralis
154288,2999687,Turicibacter sanguinis
154344,39543111,Ganoderma meredithae
154347,3196878,Thiorhodospira sibirica
154538,39739821,Trametes pubescens
154621,3931286,Enterococcus phoeniculicola
154654,5744567,Mycobacterium montefiorense
154981,3367659,Aliiroseovarius crassostreae
155077,4576591,Cellvibrio japonicus
155085,2533115,Staphylococcus lutrae
155126,20105270,Tilletia horrida
155192,1814765,Bartonella capreoli
155194,1624667,Bartonella bovis
155197,3768430,Fulvimonas soli
155322,5787787,Bacillus toyonensis
155416,89620939,Monosporascus cannonballus
155417,87248235,Monosporascus ibericus
155615,2052554,Fusobacterium vincentii
155617,3601841,Enterococcus moraviensis
155675,27646212,Leptographium wingfieldii
155680,2036468,Streptococcus entericus
155863,1677455,Methanothermococcus okinawensis
155865,2158512,Eubacterium pyruvativorans
1962263,3074397,Clostridium tepidum
2806100,7396674,Micromonospora sp. STR1s_6
2968084,3571554,Cellulomonas sp. zg.Y338
1470434,4204359,Zhongshania aliphaticivorans
2486578,1738386,Rickettsiales endosymbiont of Stachyamoeba lipophora
1381080,2437751,Pseudidiomarina woesei
2614693,4172991,Nitrincola iocasae
258591,5070590,Halomonas anticariensis
1027249,3981756,Gracilibacillus kekensis
2027860,6646938,Mucilaginibacter rubeus
2815362,5907058,Pseudomonas palmensis
2036,3612036,Curtobacterium citreum
76980,3364770,Ahrensia kielensis
252394,5706534,Actinoalloteichus spitiensis
604353,8962862,Actinomadura terrae
1050,2958290,Thermochromatium tepidum
32016,4022810,Cupidesulfovibrio oxamicus
398759,4900124,Cellulomonas chitinilytica
1070421,1962451,Periweissella fabalis
1872709,8809588,Allorhizocola rhizosphaerae
2905939,30643944,Xanthoria steineri
2945104,3760217,Halomonas sp. ATCHA
940,1742932,Hydrogenobacter thermophilus
199136,3550709,Arthrobacter koreensis
298908,4725422,Pseudomonas segetis
411945,6808054,Rhizobium miluonense
553468,4671707,Haladaptatus litoreus
1089305,3033897,Winogradskyella jejuensis
1095778,4009868,Natronobacterium texcoconense
1355374,2260089,Aliarcobacter lanthieri
1407499,3130345,Halobacterium hubeiense
2963434,3986100,Natronobiforma sp. CGA73
3034016,3251835,Spirochaetaceae bacterium SP-2023
3042025,3959197,Luteimonas sp. M1R5S59
3044271,4784879,Iodobacter violacea
3045816,4436989,Trichothermofontia sichuanensis
2690964,3989583,Shimazuella alba
106412,10782574,Streptosporangium subroseum
1840331,4972584,Pseudoalteromonas neustonica
1852371,3656448,Raoultibacter massiliensis
54915,6986486,Brevibacillus reuszeri
1077675,3135404,Enterococcus plantarum
7,5369772,Azorhizobium caulinodans
9,653353,Buchnera aphidicola
11,3526441,Cellulomonas gilvus
17,2860219,Methylophilus methylotrophus
19,3665893,Syntrophotalea carbinolica
21,3328570,Phenylobacterium immobile
23,4642543,Shewanella colwelliana
24,4631110,Shewanella putrefaciens
33,10824667,Myxococcus fulvus
34,9139763,Myxococcus xanthus
35,8973512,Corallococcus macrosporus
41,9365767,Stigmatella aurantiaca
43,12282374,Cystobacter fuscus
48,12489432,Archangium gephyra
4927,14145566,Wickerhamomyces anomalus
4929,10609954,Meyerozyma guilliermondii
4931,12163509,Saccharomyces bayanus
4932,12071326,Saccharomyces cerevisiae
4934,11509127,Lachancea kluyveri
155866,1683184,Weissella soli
155892,4042929,Caulobacter vibrioides
155974,7588185,Actinokineospora terrae
155975,8119858,Actinokineospora enzanensis
155976,8431890,Actinokineospora auranticolor
155978,8361599,Acaryochloris marina
156213,4495168,Anabaenopsis elenkinii
156456,1798854,Anaeroglobus geminatus
156515,62392858,Tulasnella calospora
156630,33943449,Alternaria arborescens
156892,1842889,Boudabousia marimammalium
156974,5176087,Dysgonomonas gadei
156976,2563723,Corynebacterium riegelii
156977,4011347,Microbacterium resistens
156978,2565606,Corynebacterium imitans
156979,2259253,Pseudoglutamicibacter cumminsii
156980,3646625,Arthrobacter woluwensis
156981,4117008,Cellulomonas hominis
157072,71402472,Aphanomyces invadans
157076,3288692,Trichococcus collinsii
157183,28777633,Tilletia laevis
157225,2520358,Salinicoccus hispanicus
157227,2232970,Jeotgalicoccus halotolerans
157228,2345682,Jeotgalicoccus psychrophilus
157268,1688978,Helicobacter winghamensis
157465,7397364,Nocardiopsis composta
157538,30379903,Leptomonas pyrrhocoris
157592,952224,Sterolibacterium denitrificans
157673,2314078,[Mannheimia] succiniciproducens
157687,2337418,Leptotrichia wadei
157688,2604381,Leptotrichia hofstadii
160660,3359675,Acidihalobacter prosperus
160661,4796810,Desulfogranum mediterraneum
160699,5083402,Agrobacterium larrymoorei
160791,6073182,Rhizorhabdus wittichii
